employee_id,punch_in_time,punch_out_time,total_logged_hours_day,late_arrival_flag,early_departure_flag,break_duration_minutes,biometric_match_score,punch_location,attendance_status,overtime_hours,late_start_count_per_week,early_exit_count_per_week,total_hours_per_week,variance_in_work_hours,absenteeism_rate,avg_daily_hours,punctuality_score,meeting_hours_per_week,meeting_counts_per_week,avg_meeting_duration_minutes,back_to_back_meetings_count,after_hours_meetings_count,meeting_accepted_ratio,meeting_organizer_count,meeting_attendee_count_avg,focus_time_hours_per_week,largest_meeting_attendees,recurring_meeting_percentage,messages_sent_per_day,messages_received_per_day,messages_sent_per_week,messages_received_per_week,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,channels_active_count,dm_vs_channel_ratio,emoji_reaction_count,mentions_received_count,message_edit_ratio,urgent_message_count,status_available_percentage,status_busy_percentage,status_away_percentage,status_dnd_percentage,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,overdue_task_count,in_progress_task_count,story_points_committed_per_week,story_points_completed_per_week,unique_projects_count,context_switching_score,logged_hours_per_week,logged_hours_per_day,worklog_entry_count_per_week,avg_worklog_session_duration,worklog_variance,billable_hours_percentage,github_commits_per_day,github_commits_per_week,github_commit_days_active,github_lines_added_per_week,github_lines_deleted_per_week,github_lines_changed_total,github_avg_commit_size,github_commit_message_length_avg,github_weekend_commit_ratio,github_prs_per_week,github_prs_merged_count,github_prs_open_count,github_pr_merge_rate,github_avg_pr_merge_time_hours,github_pr_comment_count_avg,github_pr_review_cycles_avg,github_pr_size_lines_avg,github_reviews_per_week,github_review_comments_given,github_review_approval_rate,github_review_response_time_hours,github_issues_created_per_week,github_issues_closed_per_week,github_issue_close_rate,github_repo_context_switching,github_activity_consistency,github_primary_repo_percentage,github_language_diversity,emails_sent_per_day,emails_received_per_day,email_response_rate,email_avg_response_time_hours,unread_email_count,emails_with_attachments_ratio,email_importance_high_ratio,email_thread_depth_avg,after_hours_email_ratio,calendar_fragmentation_score,deep_work_hours_per_week,collaboration_network_size,network_centrality_score,internal_external_comm_ratio,avg_Jira_ticket_resolution_time_days,jira_tickets_created_per_week,jira_tickets_closed_per_week,jira_ticket_reopen_rate,jira_bug_count_per_week,productivity_index,collaboration_score,focus_efficiency,multitasking_load,burnout_risk_score,work_life_balance_score,stress_indicator,workload_intensity,consistency_score,morning_activity_ratio,afternoon_activity_ratio,evening_activity_ratio,night_activity_ratio,weekend_work_ratio,Wellbeing Score,Overall Effciency score
E1894,2023-04-04 08:06:00,2023-04-04 16:37:43.081173,7.85,False,False,40.59,0.475,Office-A,On-Leave,6.02,78,5,2.73,5.11,0.3127,1.98,0.06,4.55,51,76.34,70,2.63,0.4157,84,51,2023-03-22 05:33:00,10,87.55,1,2,46,33,53.39,3.02,1.29,5,74.96,72,0.8528,19,5,0.3435,66,55.33,7.9,79.37,3.21,87.87,79.75,0.2661,82.61,0.7861,80,47,0,7,93,0.5104,2.21,7.11,56,6.47,3.13,5.11,15,75,10,86,0,37,77.92,77.53,0.9017,7,97,23,0.9249,2023-12-01 06:53:00,75,45.06,19,6,0,0.858,2023-03-17 05:53:00,1,7,0.2445,2,0.1787,65.13,5,6,6,0.2656,2023-10-31 17:07:00,3,0.328,0.1554,26.06,3.91,0.4542,2.87,6,0.3989,0.0851,2023-09-08 11:43:00,8,9,0.5311,41,0,0.6872,9,4,0.3328,0.532,3,1,0.0098,0.2884,0.1497,0.6524,0.7116,0.9988,6,2
E2976,2023-06-11 10:41:00,2023-06-11 20:02:30.382234,8.81,False,False,33.05,0.8181,Remote,Present,2.55,64,94,4.45,5.57,0.5295,0.84,0.8806,1.46,23,22.87,1,6.83,0.2876,7,36,2023-09-17 11:48:00,49,13.23,39,68,56,60,33.29,4.34,3.1,10,30.01,41,0.2366,53,11,0.9178,81,15.84,77.31,44.28,39.15,74.24,67.39,0.2315,26.63,0.4238,45,64,10,5,99,0.1927,0.81,1.23,70,7.72,-1.43,5.11,27,69,3,48,34,57,62.6,6.36,0.8995,1,9,89,0.5692,2023-12-04 20:56:00,84,60.84,19,9,2,0.7707,2023-12-19 14:09:00,6,6,0.8308,9,0.2454,30.48,1,8,8,0.5422,2023-10-06 00:50:00,82,0.5695,0.6345,66.3,2.68,0.4205,3.79,7,0.4377,0.9494,2023-12-14 04:07:00,7,4,0.3263,75,7,0.0803,6,2,0.9749,0.5869,2,3,0.5533,0.9313,0.3676,0.9473,0.5981,0.5651,5,10
E3274,2023-05-18 09:30:00,2023-05-18 17:13:57.973516,7.28,False,False,27.07,0.484,Office-A,On-Leave,6.28,61,2,4.8,6.74,0.2466,5.69,0.4663,1.53,26,76.5,7,3.84,0.8426,47,54,2023-01-03 03:19:00,21,73.53,91,4,22,98,68.88,4.28,2.7,6,73.06,78,0.8725,65,27,0.0792,64,66.7,0.55,77.68,88.68,94.22,97.51,0.2007,46.05,0.7571,60,90,3,4,4,0.0904,6.05,7.01,81,4.48,3.09,5.84,98,89,10,60,25,94,34.78,21.89,0.2594,0,95,19,0.0787,2023-08-15 14:32:00,40,59.68,86,1,5,0.5704,2023-11-15 04:09:00,1,5,0.03,1,0.2363,45.12,7,5,10,0.7832,2023-07-06 21:52:00,81,0.4009,0.2279,76.28,7.43,0.1352,7.89,9,0.8683,0.71,2023-05-23 11:09:00,10,8,0.2722,98,0,0.1015,0,4,0.0972,0.0292,5,9,0.0006,0.2666,0.3197,0.2719,0.9968,0.983,10,6
E5811,2023-03-28 09:54:00,2023-03-28 19:36:41.138903,8.72,True,True,59.47,0.9325,Office-A,Absent,6.19,64,95,0.75,6.54,0.2953,1.57,0.2602,3.35,85,47.17,31,7.08,0.9163,64,35,2023-04-06 10:54:00,38,93.99,57,21,38,14,32.94,2.78,0.52,4,58.82,64,0.2264,86,9,0.6257,26,68.26,91.28,78.94,36.65,0.37,35.34,0.2592,28.0,0.6072,86,61,10,7,0,0.8046,6.63,4.66,91,1.99,3.59,1.6,41,85,0,88,73,26,71.81,99.69,0.4984,5,91,83,0.4023,2023-06-27 23:04:00,87,16.37,55,9,6,0.2417,2023-01-09 06:47:00,8,10,0.6691,4,0.9995,98.48,2,3,2,0.7588,2023-05-12 07:13:00,62,0.7425,0.4276,79.3,6.17,0.4271,1.51,10,0.4762,0.0683,2023-07-27 02:36:00,5,4,0.561,26,6,0.3834,0,6,0.5285,0.1124,6,2,0.1285,0.4763,0.534,0.2942,0.4763,0.1205,0,5
E1009,2023-07-05 09:10:00,2023-07-05 19:13:22.073440,9.48,True,False,34.54,0.4929,Office-B,Present,0.7,94,87,6.49,3.42,0.1953,6.58,0.7711,5.81,15,15.52,17,5.75,0.2801,27,15,2023-01-15 13:43:00,6,27.51,62,25,66,43,67.71,2.79,7.08,1,58.65,7,0.1417,57,9,0.9613,38,80.73,41.23,0.91,40.7,46.54,49.82,0.4309,81.47,0.6809,29,5,4,2,95,0.2381,1.91,1.39,54,6.81,-0.54,2.34,89,12,8,4,44,59,18.91,63.11,0.6012,2,4,36,0.2564,2023-11-24 12:15:00,75,27.71,44,8,1,0.4819,2023-12-08 00:15:00,2,5,0.3598,8,0.2628,46.39,2,2,5,0.4365,2023-01-06 03:03:00,37,0.3895,0.8924,81.49,4.73,0.3582,1.52,5,0.3136,0.6432,2023-04-08 17:46:00,0,0,0.0704,4,4,0.3574,1,0,0.2816,0.7719,9,7,0.2436,0.8316,0.9943,0.3783,0.9896,0.0936,4,9
E1117,2023-12-16 09:50:00,2023-12-16 18:30:29.587508,8.24,False,False,26.08,0.0029,Office-A,On-Leave,4.62,95,75,7.8,1.8,0.2481,6.48,0.7155,7.55,85,71.99,77,3.66,0.9692,60,12,2023-08-20 21:56:00,42,75.19,10,72,19,64,111.35,4.69,3.18,2,30.83,78,0.9322,5,93,0.6497,5,16.95,11.22,82.59,22.17,26.74,89.41,0.2372,87.29,0.0386,90,47,5,9,90,0.3415,0.87,3.58,49,6.73,1.34,2.84,93,16,9,19,97,40,39.86,67.08,0.3711,5,60,26,0.9872,2023-07-31 14:48:00,18,82.08,6,8,9,0.3782,2023-05-27 22:23:00,5,7,0.9864,8,0.9436,41.6,4,7,9,0.5393,2023-03-08 09:13:00,84,0.8031,0.496,77.51,2.7,0.1359,6.91,1,0.8653,0.495,2023-05-14 00:26:00,3,7,0.3331,1,1,0.4795,2,7,0.0969,0.9249,8,9,0.6546,0.2126,0.4395,0.4534,0.5462,0.3382,6,3
E5661,2023-09-11 10:57:00,2023-09-11 19:33:19.030810,7.99,False,False,37.09,0.6674,Office-A,Absent,1.05,9,21,1.93,7.77,0.3932,3.57,0.6399,4.02,14,75.65,50,5.44,0.2728,51,98,2023-06-15 13:44:00,7,58.7,86,25,84,92,33.08,2.56,6.52,6,24.68,97,0.3037,25,24,0.5277,14,78.01,87.57,17.06,51.06,70.82,84.98,0.5892,57.66,0.7223,14,94,2,2,63,0.8204,7.09,6.57,0,6.53,-4.71,6.24,97,42,9,47,92,44,7.26,45.9,0.2041,6,80,71,0.8198,2023-06-23 14:11:00,80,87.15,23,0,1,0.7118,2023-08-23 14:13:00,5,1,0.7732,0,0.3481,90.67,6,5,8,0.0777,2023-07-17 09:37:00,58,0.5811,0.9335,72.47,2.47,0.0063,6.82,4,0.1295,0.6478,2023-05-23 19:14:00,10,3,0.6886,16,7,0.0578,4,8,0.1298,0.1702,9,3,0.9918,0.41,0.7427,0.2465,0.792,0.6806,4,8
E2265,2023-01-07 10:39:00,2023-01-07 20:10:17.451454,8.74,False,True,47.05,0.3419,Client-Site,Present,3.25,1,55,4.24,1.21,0.42,6.88,0.4883,2.51,16,49.82,17,2.1,0.2055,37,35,2023-10-01 15:51:00,24,67.82,90,44,52,9,84.28,1.77,3.69,7,15.09,7,0.9635,60,52,0.9169,100,51.47,88.93,10.98,17.68,16.99,77.26,0.912,47.51,0.6794,64,74,10,8,94,0.2593,1.09,1.27,0,3.26,2.24,6.2,48,58,0,74,6,100,35.73,88.29,0.0866,0,12,45,0.9971,2023-01-11 08:35:00,95,18.32,62,7,3,0.2115,2023-07-13 21:36:00,5,5,0.8459,9,0.5997,32.99,7,9,8,0.6778,2023-07-21 07:38:00,16,0.5073,0.4217,93.2,7.31,0.8148,2.36,2,0.3145,0.8886,2023-04-25 03:56:00,2,4,0.8121,80,5,0.3652,9,8,0.5424,0.9233,1,3,0.2027,0.3953,0.8476,0.6558,0.7327,0.5171,8,1
E1943,2023-07-15 10:48:00,2023-07-15 20:44:16.753963,9.21,False,False,43.58,0.9265,Office-B,Present,4.77,54,67,2.4,7.46,0.907,1.23,0.6605,7.01,32,54.37,71,5.4,0.5722,1,3,2023-12-13 20:52:00,9,4.56,97,72,27,31,112.46,4.95,3.52,0,48.92,49,0.6302,16,49,0.0202,52,36.01,48.53,66.09,7.05,66.05,46.67,0.8824,55.74,0.5791,58,8,1,0,66,0.3613,5.05,4.01,22,7.09,1.38,4.85,14,93,0,30,42,1,87.12,9.5,0.4235,4,52,4,0.7219,2023-10-10 11:05:00,67,61.91,71,8,3,0.5225,2023-09-07 03:04:00,5,0,0.4159,0,0.8773,24.69,1,7,5,0.9038,2023-02-09 07:46:00,46,0.2807,0.5174,18.52,1.1,0.7075,4.8,3,0.5346,0.9437,2023-05-06 01:00:00,5,4,0.7574,18,2,0.5371,7,9,0.2755,0.2228,6,3,0.7599,0.7405,0.4696,0.596,0.538,0.499,5,3
E3380,2023-09-21 10:47:00,2023-09-21 20:13:15.951189,9.1,False,True,20.01,0.7414,Remote,Present,7.13,90,71,0.61,1.6,0.9205,2.85,0.4687,2.17,50,44.72,23,2.02,0.1693,16,17,2023-07-25 04:39:00,26,4.18,59,41,3,48,77.42,1.46,4.35,7,53.1,57,0.3585,86,94,0.693,8,21.02,68.02,43.34,79.44,60.18,86.43,0.7917,23.15,0.8476,34,91,3,1,99,0.1777,0.5,5.9,52,4.09,0.21,5.97,46,24,6,85,68,2,12.23,50.68,0.6329,10,20,95,0.1472,2023-03-06 02:25:00,88,70.3,40,8,7,0.5568,2023-04-22 11:18:00,0,3,0.7533,9,0.7492,36.07,8,5,10,0.3167,2023-09-18 19:13:00,92,0.0318,0.5197,88.69,0.9,0.9735,4.38,8,0.6338,0.3462,2023-06-05 11:55:00,3,3,0.992,69,4,0.2367,2,3,0.2622,0.0419,0,7,0.1571,0.1259,0.437,0.3901,0.7705,0.7525,6,7
E1499,2023-09-15 09:53:00,2023-09-15 18:40:52.431854,8.01,False,False,47.19,0.8061,Office-A,On-Leave,1.35,23,75,5.1,5.6,0.4077,4.8,0.8769,4.04,68,68.42,73,2.39,0.9356,79,83,2023-06-16 00:02:00,19,31.03,9,83,5,69,34.72,3.57,2.31,7,46.65,48,0.9483,92,21,0.7982,27,72.22,4.72,95.46,20.19,35.4,33.35,0.5439,20.91,0.7006,95,79,10,7,50,0.1107,2.99,1.03,68,7.16,2.94,7.27,13,21,4,96,86,52,11.6,60.13,0.6203,4,34,8,0.0824,2023-05-21 12:57:00,90,57.99,11,4,2,0.7159,2023-12-25 04:38:00,5,9,0.5424,0,0.5007,78.65,2,3,9,0.2563,2023-12-12 04:43:00,46,0.1327,0.7057,6.52,3.11,0.1198,7.88,8,0.2719,0.1858,2023-09-10 14:59:00,6,8,0.1769,51,8,0.5749,1,10,0.2123,0.6005,10,5,0.7054,0.9969,0.813,0.8314,0.322,0.2468,0,10
E5651,2023-04-26 08:42:00,2023-04-26 17:49:52.301381,8.29,True,True,50.36,0.8001,Office-A,Present,4.4,36,43,1.51,4.86,0.8149,7.95,0.719,0.91,62,38.11,7,3.04,0.2773,15,32,2023-06-17 23:48:00,13,82.94,80,75,92,99,94.44,1.85,2.77,9,81.07,78,0.827,19,31,0.5253,94,21.47,92.03,86.31,40.32,6.36,48.91,0.3708,87.74,0.5833,94,77,3,3,91,0.2004,1.11,4.17,43,6.75,1.15,3.36,61,54,9,68,69,78,86.22,49.56,0.9261,3,0,96,0.1744,2023-03-02 12:52:00,6,53.35,42,2,0,0.8334,2023-08-12 03:45:00,9,1,0.8538,8,0.4546,69.49,6,7,1,0.5508,2023-03-12 19:07:00,59,0.258,0.0999,66.87,6.59,0.9804,2.74,8,0.9401,0.9702,2023-12-30 15:19:00,1,0,0.8256,0,4,0.6291,1,10,0.9966,0.3358,4,8,0.9111,0.6984,0.2873,0.9683,0.5465,0.02,6,6
E4965,2023-09-24 09:20:00,2023-09-24 18:05:24.675171,7.84,True,True,55.1,0.3031,Client-Site,Absent,7.01,49,15,3.08,5.71,0.0564,6.36,0.7253,3.85,36,85.97,48,3.63,0.834,54,32,2023-10-13 20:10:00,23,54.98,47,72,28,66,64.18,3.63,4.08,6,19.36,68,0.6697,6,82,0.2956,65,83.31,66.89,42.1,62.28,19.02,3.38,0.1809,46.57,0.4232,64,3,7,10,25,0.1882,2.15,3.98,80,5.73,2.07,7.6,7,79,6,51,76,33,71.74,53.97,0.4346,6,5,9,0.9779,2023-09-07 12:01:00,77,69.65,18,4,3,0.2802,2023-03-13 16:50:00,7,2,0.975,3,0.7214,83.28,3,1,9,0.509,2023-02-16 23:04:00,55,0.2578,0.0966,8.52,6.68,0.5947,6.21,2,0.8173,0.2906,2023-03-30 23:33:00,9,8,0.524,59,3,0.0216,2,3,0.6956,0.1764,3,10,0.185,0.5224,0.9928,0.2199,0.623,0.6621,2,2
E1839,2023-12-07 09:24:00,2023-12-07 18:03:20.007202,7.67,False,False,59.13,0.5812,Office-A,Present,5.32,59,0,7.08,7.04,0.2294,3.76,0.4735,2.27,61,75.91,7,3.99,0.673,13,11,2023-06-19 20:12:00,14,59.62,54,32,11,49,102.98,4.23,4.84,3,74.24,29,0.3275,25,32,0.3452,29,84.52,35.78,21.22,27.54,89.56,4.5,0.5557,11.99,0.1372,73,97,3,4,29,0.6126,7.56,2.25,65,3.79,-3.29,0.92,83,24,4,69,88,53,58.67,0.71,0.1012,3,74,100,0.5471,2023-07-20 19:07:00,75,38.13,100,2,3,0.4357,2023-11-18 16:39:00,0,10,0.5938,7,0.7155,93.64,10,3,10,0.1761,2023-04-26 17:06:00,64,0.3816,0.842,9.1,1.85,0.1747,1.42,1,0.1761,0.7009,2023-09-19 05:09:00,10,5,0.3427,81,6,0.9162,0,9,0.0759,0.6733,9,9,0.049,0.0762,0.3491,0.4829,0.5433,0.3362,3,8
E2023,2023-01-27 08:03:00,2023-01-27 16:16:08.254150,7.67,True,True,32.93,0.4231,Office-B,On-Leave,7.22,14,23,2.03,7.2,0.7241,0.76,0.4987,7.78,87,31.81,18,6.79,0.4533,50,85,2023-03-25 15:51:00,41,29.27,53,1,72,79,88.58,3.58,0.76,10,52.9,94,0.6364,6,3,0.6978,95,43.21,17.37,75.03,33.8,20.68,26.4,0.2044,55.09,0.372,11,55,10,10,30,0.4354,6.54,5.14,74,7.89,4.65,1.86,7,72,9,47,81,87,55.01,62.16,0.6004,8,49,32,0.6556,2023-03-16 22:31:00,27,83.65,66,5,3,0.1253,2023-01-24 04:26:00,4,1,0.0514,1,0.4229,99.06,2,8,7,0.6298,2023-03-01 00:54:00,63,0.3149,0.7192,93.96,6.49,0.2628,7.46,7,0.1817,0.2964,2023-10-21 08:07:00,3,4,0.5648,19,2,0.8276,5,8,0.8183,0.9872,0,7,0.605,0.4104,0.4381,0.8809,0.7141,0.7194,6,3
E5552,2023-09-03 10:28:00,2023-09-03 20:17:11.761060,9.32,False,False,30.22,0.3258,Office-B,Present,0.52,41,82,1.6,2.34,0.7427,2.49,0.2951,1.41,11,46.48,33,4.83,0.2153,27,20,2023-05-14 01:21:00,36,16.21,24,44,11,91,99.9,3.51,3.17,6,38.1,74,0.7003,59,64,0.3572,35,47.21,62.3,39.57,21.85,63.03,33.41,0.122,38.46,0.6751,13,60,0,8,80,0.3118,5.6,4.13,53,7.56,2.64,3.11,73,53,7,18,4,99,28.24,66.84,0.5917,7,5,78,0.8424,2023-03-04 22:30:00,28,64.43,21,0,10,0.7686,2023-12-12 05:18:00,5,4,0.6957,8,0.7885,11.7,5,8,9,0.4161,2023-09-28 14:06:00,17,0.6408,0.9213,74.79,3.35,0.5085,3.71,9,0.9785,0.4395,2023-09-03 11:35:00,5,9,0.212,76,9,0.9561,3,7,0.6687,0.676,8,8,0.5398,0.9311,0.5691,0.1073,0.7001,0.1199,5,3
E2794,2023-08-14 10:14:00,2023-08-14 19:45:23.197830,8.61,False,False,54.69,0.0763,Office-A,Present,4.5,89,33,4.8,5.36,0.6471,6.71,0.1249,1.24,43,28.61,91,2.39,0.771,96,71,2023-11-29 20:12:00,10,57.2,60,99,23,47,22.22,3.65,1.21,3,24.17,20,0.4186,87,16,0.9937,72,12.01,4.14,77.04,54.02,76.2,1.36,0.1407,80.14,0.5328,55,32,7,3,98,0.5267,1.89,6.7,87,4.41,-3.13,3.18,78,40,10,76,57,2,75.61,55.14,0.8212,5,36,55,0.8682,2023-08-16 19:02:00,60,68.47,95,4,5,0.7355,2023-03-19 11:21:00,4,9,0.0453,3,0.3105,49.75,10,1,6,0.0407,2023-08-01 12:11:00,23,0.7883,0.336,31.56,7.21,0.4182,6.78,1,0.4638,0.1517,2023-07-14 05:33:00,8,9,0.4095,76,8,0.7408,1,9,0.0327,0.1924,2,7,0.3118,0.3924,0.7225,0.7767,0.6371,0.6288,1,2
E1530,2023-02-14 08:25:00,2023-02-14 17:12:27.289056,8.05,False,False,44.28,0.6406,Client-Site,On-Leave,3.06,11,40,3.34,2.63,0.4868,4.1,0.846,1.28,71,49.2,67,3.53,0.5947,40,16,2023-12-22 12:55:00,24,39.02,69,41,22,71,85.55,2.24,6.73,7,11.09,13,0.4071,77,29,0.1839,72,27.82,46.04,23.79,64.39,63.66,99.01,0.4746,26.52,0.644,27,57,6,0,42,0.9021,2.15,4.54,35,5.35,0.39,4.69,70,56,10,26,43,53,34.47,78.02,0.8567,0,44,10,0.4998,2023-04-21 13:26:00,90,21.22,10,7,0,0.6283,2023-11-18 00:18:00,9,9,0.0363,2,0.8893,2.97,10,4,7,0.0679,2023-03-16 02:37:00,50,0.947,0.9524,97.16,0.94,0.8096,2.59,8,0.0772,0.0193,2023-08-24 14:08:00,4,4,0.4648,19,10,0.1863,4,9,0.5115,0.7861,10,7,0.4448,0.0011,0.5618,0.0602,0.4016,0.898,1,9
E3836,2023-12-10 10:18:00,2023-12-10 18:30:43.830974,7.55,True,False,39.86,0.5474,Remote,Present,6.09,69,73,2.77,2.42,0.1361,5.17,0.5219,0.9,69,15.88,76,2.59,0.416,68,39,2023-01-27 07:47:00,19,4.55,17,15,53,75,102.12,2.17,7.59,7,68.68,18,0.0141,71,39,0.9301,17,80.28,18.01,91.28,37.05,33.57,60.92,0.8654,69.32,0.213,88,83,1,7,93,0.5529,1.49,2.75,29,3.43,0.04,0.94,67,63,9,88,1,59,43.54,86.01,0.6782,7,33,77,0.7623,2023-04-05 20:33:00,31,57.37,60,1,8,0.1109,2023-08-22 21:00:00,3,0,0.2424,10,0.8652,86.75,0,7,5,0.0286,2023-03-21 00:08:00,86,0.2524,0.1056,55.62,6.23,0.0682,2.49,2,0.3302,0.269,2023-10-04 02:21:00,10,3,0.5905,59,1,0.414,3,8,0.7057,0.7735,4,3,0.9444,0.7233,0.3067,0.944,0.2757,0.6351,3,9
E4920,2023-05-04 10:15:00,2023-05-04 18:33:53.986931,7.47,True,False,50.55,0.389,Office-A,On-Leave,2.1,36,57,0.65,5.01,0.6802,6.78,0.6853,5.87,100,44.86,65,2.18,0.2777,100,79,2023-10-25 05:01:00,46,13.38,4,49,39,47,39.54,1.76,0.78,3,71.69,90,0.9246,10,48,0.0,38,70.01,26.03,44.94,68.77,9.02,37.52,0.2248,31.04,0.0915,77,17,10,8,51,0.2146,2.21,6.16,73,1.71,0.71,3.47,33,83,6,34,32,19,8.79,81.23,0.7441,9,59,76,0.573,2023-03-08 07:23:00,88,61.2,47,7,0,0.3167,2023-06-07 08:43:00,2,1,0.7459,9,0.2883,52.55,7,7,0,0.4014,2023-11-09 06:58:00,34,0.8098,0.5458,47.67,5.01,0.9863,1.07,3,0.2413,0.2344,2023-07-07 01:07:00,10,9,0.7488,80,4,0.1893,0,3,0.8213,0.527,5,10,0.4498,0.1798,0.0716,0.0637,0.7002,0.1515,0,5
E4382,2023-09-29 09:42:00,2023-09-29 17:58:08.811816,7.74,True,False,31.78,0.9692,Office-A,Absent,3.57,93,41,7.93,2.2,0.6053,6.97,0.543,5.72,25,89.76,6,5.69,0.0679,2,71,2023-09-15 03:39:00,41,63.23,97,97,17,64,116.82,2.68,4.24,5,9.19,83,0.1168,33,54,0.1717,0,11.0,63.94,74.12,61.42,57.36,1.7,0.0149,4.72,0.9417,16,70,5,2,59,0.9026,2.85,6.48,98,7.08,2.51,1.5,62,19,2,51,22,52,78.72,3.77,0.2614,4,19,68,0.9066,2023-06-11 02:41:00,48,38.43,100,6,0,0.9813,2023-09-03 19:48:00,4,5,0.951,6,0.5069,5.63,5,7,7,0.1884,2023-11-12 23:49:00,18,0.6856,0.6894,41.05,1.27,0.3557,4.85,5,0.7213,0.8943,2023-12-06 10:42:00,5,10,0.165,16,10,0.1744,0,4,0.1041,0.7846,10,8,0.9066,0.2124,0.3302,0.5489,0.8217,0.3653,0,8
E1655,2023-06-15 09:40:00,2023-06-15 18:04:57.108558,7.48,False,True,56.31,0.2472,Office-B,On-Leave,0.97,32,87,3.79,0.81,0.0807,4.42,0.1692,5.21,57,56.69,33,7.38,0.7971,58,44,2023-08-14 05:44:00,31,35.44,98,82,62,93,82.13,3.3,3.2,4,9.76,66,0.0414,17,92,0.9786,14,85.11,5.67,67.76,82.62,29.36,24.79,0.1149,33.87,0.4639,42,86,0,5,77,0.3262,3.02,7.3,65,3.56,4.39,1.24,89,75,3,52,53,20,69.58,78.75,0.606,0,24,84,0.4815,2023-02-16 01:31:00,24,55.81,85,4,7,0.4252,2023-06-17 05:27:00,10,5,0.0907,10,0.7648,11.9,4,1,2,0.3043,2023-12-05 15:50:00,54,0.1008,0.9339,75.64,3.94,0.4159,1.97,3,0.6249,0.9022,2023-08-24 23:10:00,5,3,0.264,9,5,0.9329,3,5,0.9487,0.5502,1,7,0.9678,0.2481,0.8105,0.5003,0.2627,0.0923,2,9
E1833,2023-09-16 08:54:00,2023-09-16 18:31:51.460484,8.76,True,False,52.4,0.7083,Office-A,Absent,5.86,11,10,1.7,5.26,0.0719,3.87,0.8314,6.67,44,22.98,53,2.66,0.547,33,71,2023-08-07 04:09:00,37,71.23,53,25,43,63,42.36,3.2,5.49,5,82.86,80,0.8795,10,96,0.9843,19,26.48,21.87,40.45,66.94,37.3,20.93,0.5246,32.12,0.2811,32,9,0,7,8,0.1762,7.34,6.44,41,1.28,3.05,7.83,45,22,3,3,62,34,72.52,37.52,0.3756,0,64,0,0.077,2023-07-11 06:18:00,51,30.32,87,6,3,0.7379,2023-08-24 08:19:00,0,5,0.0082,6,0.7734,33.22,6,6,5,0.6929,2023-03-26 14:01:00,43,0.3571,0.7881,76.18,0.62,0.3509,1.58,5,0.4216,0.5544,2023-10-22 18:30:00,8,10,0.6126,12,6,0.8179,10,7,0.574,0.0393,6,5,0.8201,0.5847,0.6157,0.4567,0.5196,0.4082,6,6
E5141,2023-02-26 10:29:00,2023-02-26 20:52:50.315194,9.41,False,True,59.44,0.9718,Office-B,On-Leave,3.16,85,6,3.44,1.89,0.3758,4.6,0.2001,1.4,74,74.95,2,4.41,0.6855,51,61,2023-03-01 16:12:00,30,12.62,55,48,42,51,80.31,2.57,2.11,2,79.83,93,0.0308,3,24,0.7641,63,46.47,11.77,31.84,96.12,99.21,76.64,0.4243,67.71,0.5165,30,88,6,2,0,0.4317,5.76,0.52,58,4.89,1.29,6.98,76,13,3,28,26,55,30.94,92.34,0.2114,2,54,25,0.4342,2023-12-30 03:24:00,44,96.06,6,8,8,0.4953,2023-01-13 07:55:00,6,8,0.5528,3,0.7504,62.71,1,3,5,0.8958,2023-01-29 04:49:00,54,0.7335,0.1459,25.61,4.93,0.0181,6.15,3,0.3589,0.4511,2023-11-24 07:29:00,8,8,0.5462,4,3,0.7364,10,10,0.3579,0.3048,4,7,0.8655,0.5783,0.968,0.0353,0.1468,0.9747,5,1
E4454,2023-09-15 09:55:00,2023-09-15 18:51:10.998563,8.34,True,True,35.73,0.4767,Remote,Absent,5.22,74,27,7.35,6.9,0.0454,5.04,0.9225,2.17,45,64.21,67,2.64,0.144,64,3,2023-08-05 23:19:00,10,13.98,8,18,20,61,11.71,2.29,5.52,2,28.26,8,0.0717,39,27,0.0771,8,21.83,35.92,68.8,28.02,77.78,4.64,0.2258,76.05,0.0361,88,6,3,7,15,0.8386,6.39,6.59,5,1.34,1.19,7.01,44,22,4,91,71,28,57.26,84.86,0.0603,2,22,56,0.8551,2023-12-30 03:37:00,72,14.89,82,1,3,0.29,2023-11-06 23:16:00,4,3,0.6659,6,0.3075,41.37,5,7,0,0.9667,2023-03-23 23:50:00,68,0.6405,0.3077,96.79,2.23,0.4933,6.41,8,0.4423,0.8376,2023-04-27 00:35:00,2,2,0.4793,94,8,0.9034,5,2,0.7471,0.6223,1,8,0.8008,0.333,0.4169,0.8464,0.6914,0.518,7,0
